162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,643,644,644,644,644,645,162,162,162,162,162,162,162,643,644,644,644,644,645,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,675,676,676,676,676,677,162,162
162,162,162,162,707,708,708,708,708,709,162,162,162,162,162,162,162,707,708,708,708,708,709,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,643,644,644,644,644,645,162,162,162,643,644,644,644,644,645,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,675,676,676,676,676,677,162,162,162,675,676,676,676,676,677,162,162,162,162,162,162,162,162
162,162,707,708,708,708,708,709,162,162,162,707,708,708,708,708,709,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
